"ImageID","idiom","rating","final_nouns","count_all_nouns","nouns_present_GPT","count_nouns_present_GPT","nouns_present_dreamlike","count_nouns_present_dreamlike","idiom_nouns","idiom_in_gpt","idiom_in_dreamlike","model","model_ratio","figure of speech","category","meaning","physical_attribution_meaning","prompt","model_text","text"
"GPT_P01_01-29-02.jpg","at the helm","2.8000000000000003","helm","1.0","helm","1.0",,"1.0","helm","total",,"DallE3","1.0","metaphor","object","in charge of an organization, group of people, etc.","yes","P1","GPT","0.0"
"GPT_P22_22-40.jpg","back against the wall","3.4000000000000004","person, back, cold, gray, brick, wall","6.0","person, back, cold, gray, wall","5.0","person, back, cold, gray, brick, wall","6.0","back, wall","total","total","DallE3","0.8333333333333334","metaphor","object","to be in a tough situation with limited options","yes","P6","Llama3 + GPT","0.0"
"dreamlike_P22_22_24.jpg","blue-collar","2.6","person, toolbox, side, worn, denim, jean, plaid, shirt, boot, rusty, truck, equipment, machinery, worker, blue, collar","16.0","toolbox, side, worn, denim, jean, plaid, shirt, boot, rusty, truck, equipment, machinery, worker, blue, collar","15.0","person, side, worn, denim, jean, plaid, shirt, boot, rusty, truck, equipment, machinery, worker, blue, collar","15.0","blue, collar","total","total","dreamlike","0.9375","metonymy","object","blue-collar workers do physical work, rather than working in offices","yes","P6","Llama3","0.0"
"dreamlike_P21_21_22.jpg","in the cards","1.5","promotion, summer, card, friend","4.0","card","1.0","card, friend","2.0","card","total","total","dreamlike","0.5","metonymy","object","Something very likely to happen, occur or take place","no","P5","no_model","2.0"
"dreamlike_P20_20_21.jpg","upper hand","1.0","upper, hand, prime minister, parliament, case","5.0","upper, hand, prime minister,","4.0","prime minister, parliament, case","3.0","upper, hand ","total","none","dreamlike","0.6","metonymy","body","to get an advantage over somebody so that you are in control of a particular situation","yes","P4","no_model","2.0"
"dreamlike_P19_19_19.jpg","red tape","0.3","red, tape","2.0","red, tape","2.0","red, tape","2.0","red, tape","total","total","dreamlike","1.0","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P3","no_model","2.0"
"GPT_P22_22-41.jpg","turn the tables","0.4","deal, heads, two, rival, detective, male, female, light, crime, scene, hand, word, game, on","14.0","deal, heads, two, rival, detective, male, female, light, hand, word, game, on","12.0","heads, two, rival, male, female, light, crime, scene, hand, word","10.0","tables","none","none","DallE3","0.8571428571428571","metaphor","object","​to change a situation so that you are now in a stronger position than the person who used to be in a stronger position than you","yes","P6","Llama3 + GPT","1.0"
"dreamlike_P12_12_17.jpg","scapegoat","1.7000000000000002","goat","1.0","goat","1.0","goat","1.0","goat","total","total","dreamlike","1.0","metaphor","animal","to be made to suffer or bear the punishment for someone else","yes","P2","no_model","0.0"
"GPT_P21_21-39.jpg","big gun","0.9","big, gun, firm, court, case, trading","6.0","firm","1.0","big, gun, firm, trading","4.0","big, gun","none","total","DallE3","0.1666666666666666","metonymy","object","someone who has an important or powerful position","yes","P5","GPT","0.0"
"dreamlike_P22_22_6.jpg","in the can","0.5","whipped cream, ribbon,  metal, can design, soft, fluffy, substance, colorful, wrap, paper, marshmallow","11.0","whipped cream, ribbon, can, metal,  design, soft, fluffy, substance, colorful, wrap, paper","11.0","ribbon, metal, can design, soft, substance, colorful","6.0","can","total","none","dreamlike","0.5454545454545454","metonymy","object","(especially of filmed or recorded material) to be completed and ready for use","no","P6","Llama3","2.0"
"dreamlike_P22_22_25.jpg","bread and butter","1.1","daily, live, loaf, bread, jar, creamy, butter","7.0","loaf, bread, jar, creamy, butter","5.0","live, loaf, bread, jar, creamy, butter","6.0","bread, butter","total","total","dreamlike","0.8571428571428571","metonymy","food","a job or activity that provides you with the money you need to live","maybe","P6","Llama3","0.0"
"GPT_P23_23-43.jpg","black sheep","0.8","individual, family, black, sheep","4.0","individual, family, black","3.0","family, black, sheep","3.0","black, sheep","partial","total","DallE3","0.75","metaphor","animal","a person who is different from the rest of their family or another group, and who is considered bad or embarrassing","yes","P7","Llama3 + GPT","0.0"
"GPT_P12_12-31.jpg","on a roll","2.4000000000000004","roll","1.0","roll","1.0","roll","1.0","roll","total","total","DallE3","1.0","metaphor","object","experiencing a period of success or good luck","yes","P2","GPT","0.0"
"GPT_P19_19-32.jpg","melting pot","0.7000000000000001","melting pot, place, type, people","4.0","melting pot, place","2.0","place, type, people","3.0","melting pot","total","none","DallE3","0.5","metaphor","object","a place where different types of people and ideas live together, frequently blending to create something new","maybe","P3","GPT","0.0"
"dreamlike_P21_21_23.jpg","across the board","0.3","board, industry, investment, company, vacancy","5.0","board, industry, company","3.0","board","1.0","board","total","total","dreamlike","0.2","metaphor","object","affecting everyone or everything within an organization, system, or society","maybe","P5","no_model","2.0"
"dreamlike_P23_23_27.jpg","in hot water","0.4","person, hot, water","3.0","person, hot, water","3.0","person","1.0","hot, water","total","none","dreamlike","0.3333333333333333","metaphor","nature","if someone is in hot water, they are in trouble because they have done something wrong","yes","P7","Llama3","2.0"
"dreamlike_P23_23_12.jpg","cup of tea","7.2","cup, tea, warm, atmosphere","4.0","cup, tea, warm, atmosphere","4.0","cup, tea, warm","3.0","cup, tea","total","total","dreamlike","0.75","metaphor","object","if it is “your cup of tea” it is something that you prefer","no","P7","Llama3","0.0"
"dreamlike_P12_12_49.jpg","a piece of cake","1.3","piece, cake","2.0","piece, cake","2.0","cake","1.0","piece, cake","total","partial","dreamlike","0.5","metaphor","food","very easy task","no","P2","no_model","0.0"
"GPT_P12_12-30.jpg","in the dock","0.9","dock","1.0","dock","1.0","dock","1.0","dock","total","total","DallE3","1.0","metaphor","object","on trial in court, especially in a criminal case","yes","P2","GPT","0.0"
"dreamlike_P01_01_14-02.jpg","old school","0.5","school","1.0",,"0.0",,"0.0","school",,,"dreamlike","0.0","metaphor","object","old fashioned ideas or approach compared to current trends","no","P1","no_model","0.0"
"GPT_P19_19-33.jpg","on the money","1.9","money","1.0","money","1.0",,"1.0","money","total",,"DallE3","1.0","metaphor","object","being right about something","yes","P3","GPT","1.0"
"GPT_P20_20-34.jpg","red book","3.3000000000000003","treasury, revenue, parliament, red, book, publication, plan","7.0","parliament, red, book, publication","4.0","red, book, publication","3.0","red, book","total","total","DallE3","0.5714285714285714","metonymy","object","a government publication bound in red, esp the Treasury's annual forecast of revenue, expenditure, growth, and inflation","yes","P4","GPT","3.0"
"dreamlike_P19_19_18.jpg","under fire","1.1","fire, subject","2.0",,"0.0",,"1.0","fire",,,"dreamlike","0.5","metaphor","nature","subject to extreme criticism or judgment","yes","P3","no_model","2.0"
"dreamlike_P23_23_7.jpg","at stake","0.4","stake, treasure","2.0","treasure","1.0","treasure","1.0","stake","none","none","dreamlike","0.5","metaphor","object","If something that is valuable is at stake, it is in a situation where it might be lost","no","P7","Llama3","0.0"
"GPT_P23_23-42.jpg","black book","5.9","ledger, black, book, name","4.0","ledger, black, book, name","4.0","black, book","2.0","black, book","total","total","DallE3","1.0","metonymy","object","a book containing the names of people to be punished, blacklisted, etc","yes","P7","Llama3 + GPT","3.0"
"dreamlike_P22_22_8.jpg","white paper","0.6000000000000001","blank, slate, clean, sheet","4.0","blank, slate, clean, sheet","4.0","blank, slate, clean","3.0","white, paper","none","none","dreamlike","0.75","metonymy","object","in various countries, a government report on a particular subject giving information and details of future planned laws","yes","P6","Llama3","0.0"
"dreamlike_P01_01_15-02.jpg","at bay","0.2","bay","1.0","bay","1.0",,"0.0","bay","total",,"dreamlike","0.0",,"nature","to keep something dangerous at a safe distance","maybe","P1","no_model","2.0"
"dreamlike_P23_23_26.jpg","in a nutshell","0.3","nutshell, summary","2.0","nutshell, summary","2.0",,"1.0","nutshell","total",,"dreamlike","0.5","metaphor","food","used when you are stating the main facts about something in a short clear way","no","P7","Llama3","2.0"
"dreamlike_P19_19_52.jpg","earworm","0.4","song, ear, worm","3.0","song, worm","2.0","song","1.0","ear, worm","partial","none","dreamlike","0.3333333333333333","metaphor","animal","a situation when a song that comes to your mind again and again","yes","P3","no_model","2.0"
"dreamlike_P01_01_50-02.jpg","lame duck","0.5","duck","1.0",,"0.0","duck","1.0","duck",,"total","dreamlike","1.0","metaphor","animal","a person or thing that is disabled, helpless, ineffective, or inefficient","yes","P1","no_model","0.0"
"dreamlike_P20_20_20.jpg","red flag","0.3","red, flag, sign, airline, industry, country, virus","7.0","red, flag, sign","3.0","airlinesign, country","2.0","red, flag","total","none","dreamlike","0.2857142857142857","metaphor","object","a sign that something is not right or something bad may happen","no","P4","no_model","2.0"
"GPT_P01_01-28-02.jpg","in the bag","0.5","bag","1.0",,"0.0","bag","1.0","bag",,"total","DallE3","0.0","metaphor","object","if something is in the bag, it is almost certain to be won or achieved","no","P1","GPT","0.0"
"dreamlike_P12_12_16.jpg","on the ball","3.1","ball","1.0","ball","1.0","ball","1.0","ball","total","total","dreamlike","1.0","metaphor","object","to be aware of and understand what is happening and be able to react quickly","yes","P2","no_model","0.0"
"GPT_P20_20-35.jpg","off the hook","5.4","hook, warning","2.0","hook","1.0","hook","1.0","hook","total","total","DallE3","0.5","metaphor","object","having got free from a difficult situation or a punishment","yes","P4","GPT","1.0"
"GPT_P21_21-37.jpg","behind bars","8.0","jail, end, year, bar, crime, evidence, male","7.0","bar, jail, male","3.0","jail, bar, crime, male","4.0","bar","total","total","DallE3","0.4285714285714285","metonymy","object","to be in jail or prison","yes","P5","GPT","0.0"
"GPT_P01_01-29-02.jpg","at the helm","8.200000000000001","helm","1.0","helm","1.0",,"1.0","helm","total",,"DallE3","1.0","metaphor","object","in charge of an organization, group of people, etc.","yes","P1","GPT","0.0"
"GPT_P22_22-40.jpg","back against the wall","8.3","person, back, cold, gray, brick, wall","6.0","person, back, cold, gray, wall","5.0","person, back, cold, gray, brick, wall","6.0","back, wall","total","total","DallE3","0.8333333333333334","metaphor","object","to be in a tough situation with limited options","yes","P6","Llama3 + GPT","0.0"
"dreamlike_P22_22_24.jpg","blue-collar","7.2","person, toolbox, side, worn, denim, jean, plaid, shirt, boot, rusty, truck, equipment, machinery, worker, blue, collar","16.0","toolbox, side, worn, denim, jean, plaid, shirt, boot, rusty, truck, equipment, machinery, worker, blue, collar","15.0","person, side, worn, denim, jean, plaid, shirt, boot, rusty, truck, equipment, machinery, worker, blue, collar","15.0","blue, collar","total","total","dreamlike","0.9375","metonymy","object","blue-collar workers do physical work, rather than working in offices","yes","P6","Llama3","0.0"
"dreamlike_P21_21_22.jpg","in the cards","0.0","promotion, summer, card, friend","4.0","card","1.0","card, friend","2.0","card","total","total","dreamlike","0.5","metonymy","object","Something very likely to happen, occur or take place","no","P5","no_model","2.0"
"dreamlike_P20_20_21.jpg","upper hand","0.9","upper, hand, prime minister, parliament, case","5.0","upper, hand, prime minister,","4.0","prime minister, parliament, case","3.0","upper, hand ","total","none","dreamlike","0.6","metonymy","body","to get an advantage over somebody so that you are in control of a particular situation","yes","P4","no_model","2.0"
"dreamlike_P19_19_19.jpg","red tape","0.6000000000000001","red, tape","2.0","red, tape","2.0","red, tape","2.0","red, tape","total","total","dreamlike","1.0","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P3","no_model","2.0"
"GPT_P22_22-41.jpg","turn the tables","0.5","deal, heads, two, rival, detective, male, female, light, crime, scene, hand, word, game, on","14.0","deal, heads, two, rival, detective, male, female, light, hand, word, game, on","12.0","heads, two, rival, male, female, light, crime, scene, hand, word","10.0","tables","none","none","DallE3","0.8571428571428571","metaphor","object","​to change a situation so that you are now in a stronger position than the person who used to be in a stronger position than you","yes","P6","Llama3 + GPT","1.0"
